|id                  |asig_new            |division_id         |depto_id            |asig_id                                                                                             |p15        |p15_just                                                                                            |
|30                  |66                  |6                   |5                   |DISEÑO ESTRUCTURAL                                                                                  |1          |materia incluye todos lo tópicos básicos necesarios para capacitar al alumno en los temas de modelac|
|31                  |70                  |6                   |5                   |ESTRUCTURAS DE CONCRETO                                                                             |1          |Cubre los aspectos más importantes.                                                                 |
|32                  |67                  |6                   |5                   |ESTRUCTURAS ISOSTATICAS                                                                             |1          |El temario y el tiempo es suficiente  solo este semestre hubieron muchas vacaciones                 |
|33                  |67                  |6                   |5                   |ESTRUCTURAS ISOSTATICAS                                                                             |1          |El temario y el tiempo es suficiente  solo este semestre hubieron muchas vacaciones                 |
|34                  |67                  |6                   |5                   |ESTRUCTURAS ISOSTATICAS                                                                             |1          |Los temas son los adecuados y necesarios para asignaturas posteriores                               |
|35                  |67                  |6                   |5                   |ESTRUCTURAS ISOSTATICAS                                                                             |1          |Si.                                                                                                 |
|36                  |67                  |6                   |5                   |ESTRUCTURAS ISOSTATICAS                                                                             |2          |Los temas del capitulo Propiedades Geométricas de los elementos estructurales considero deben sustit|
|37                  |67                  |6                   |5                   |ESTRUCTURAS ISOSTATICAS                                                                             |1          |La materia incluye todos lo tópicos básicos necesarios para capacitar al alumno en los temas de mode|
|38                  |67                  |6                   |5                   |ESTRUCTURAS ISOSTATICAS                                                                             |1          |CUMPLE CON LOS OBJETIVOS DE LA SIGNATURA                                                            |
|39                  |68                  |6                   |5                   |MECANICA DE MATERIALES I                                                                            |2          |Esta demaciado cargado de temas y por ese motivo no es posible profundizar en ellos                 |
|40                  |69                  |6                   |5                   |MECANICA DE MATERIALES II                                                                           |1          |El contenido ofrece al estudiantes los temas que el estudiante debe de tener para cursar las siguien|
|41                  |69                  |6                   |5                   |MECANICA DE MATERIALES II                                                                           |1          |cubre adecuadamente los temas para el curso siguiente                                               |
|42                  |69                  |6                   |5                   |MECANICA DE MATERIALES II                                                                           |2          |Falta incluir el tema de torsión en elementos de concreto reforzado                                 |
|43                  |69                  |6                   |5                   |MECANICA DE MATERIALES II                                                                           |1          |CORRESPONDE AL PLAN DE ESTUDIOS VIGENTE                                                             |
|44                  |69                  |6                   |5                   |MECANICA DE MATERIALES II                                                                           |1          |Cada uno de los temas contribuyen al conocimiento mínimo que un estudiante de Ingeniería Civil debe |
|45                  |64                  |6                   |5                   |ANALISIS ESTRUCTURAL                                                                                |2          |Se requiere incorporar aspectos normativos recientes                                                |
|46                  |64                  |6                   |5                   |ANALISIS ESTRUCTURAL                                                                                |1          |acaba de ser revisado por el CONSEJO TÉCNICO                                                        |
|47                  |64                  |6                   |5                   |ANALISIS ESTRUCTURAL                                                                                |1          |Si.                                                                                                 |
|48                  |64                  |6                   |5                   |ANALISIS ESTRUCTURAL                                                                                |1          |Esta equilibrado                                                                                    |
|49                  |64                  |6                   |5                   |ANALISIS ESTRUCTURAL                                                                                |1          |La materia incluye todos lo tópicos básicos necesarios para capacitar al alumno en los temas de mode|
|50                  |65                  |6                   |5                   |DIMENSIONAMIENTO DE  ELEMENTOS  ESTRUCTURALES                                                       |2          |Creo que se puede mejorar agregando otro tema, pero también es necesario aumentar los créditos y tie|
|51                  |65                  |6                   |5                   |DIMENSIONAMIENTO DE  ELEMENTOS  ESTRUCTURALES                                                       |2          |Para el diseño de trabes y columnas de acero se utilizó las NTC 202 de acero, las cuales no cuentan |
|52                  |65                  |6                   |5                   |DIMENSIONAMIENTO DE  ELEMENTOS  ESTRUCTURALES                                                       |2          |Esta materia debe estar enfocada totalmente al dimensionamiento de miembros de acero, incluyendo lo |
|53                  |71                  |6                   |5                   |ESTRUCTURAS DE MAMPOSTERIA                                                                          |1          |Cubre los aspectos de comportamiento, diseño y análisis de estructuras de mampostería así como el co|
|54                  |72                  |6                   |5                   |LAB. MECANICA DE MATERIALES I                                                                       |2          |Esta demaciado cargado de temas y por ese motivo no es posible profundizar en ellos                 |
|55                  |72                  |6                   |5                   |LAB. MECANICA DE MATERIALES I                                                                       |2          |Sería conveniente acercar a los alumnos a tecnologías actuales                                      |
|56                  |72                  |6                   |5                   |LAB. MECANICA DE MATERIALES I                                                                       |1          |Las prácticas de laboratorio son indispensables como complemento de la teoría que se ve en clase.   |
|57                  |72                  |6                   |5                   |LAB. MECANICA DE MATERIALES I                                                                       |1          |Las prácticas de laboratorio son indispensables como complemento de la teoría que se ve en clase.   |
|58                  |72                  |6                   |5                   |LAB. MECANICA DE MATERIALES I                                                                       |1          |CUMPLE CON LOS OBJETIVOS DE LA ASIGNATURA                                                           |
|59                  |72                  |6                   |5                   |LAB. MECANICA DE MATERIALES I                                                                       |1          |Esta no es una asignatura, son prácticas de laboratorio impartidas por un servidor, diferente al pro|
|60                  |72                  |6                   |5                   |LAB. MECANICA DE MATERIALES I                                                                       |1          |Esta no es una asignatura, son prácticas de laboratorio impartidas por un servidor, diferente al pro|
|61                  |73                  |6                   |5                   |LAB. MECANICA DE MATERIALES II                                                                      |1          |Por que se ven temas basicos para poder llevar Diseño estructural                                   |
|62                  |73                  |6                   |5                   |LAB. MECANICA DE MATERIALES II                                                                      |2          |Falta incluir el tema de torsión                                                                    |
|63                  |73                  |6                   |5                   |LAB. MECANICA DE MATERIALES II                                                                      |2          |Falta incluir el tema de torsión                                                                    |
|64                  |73                  |6                   |5                   |LAB. MECANICA DE MATERIALES II                                                                      |1          |Las prácticas de laboratorio son indispensables como complemento de la teoría que se ve en clase.   |
|65                  |73                  |6                   |5                   |LAB. MECANICA DE MATERIALES II                                                                      |1          |Las prácticas de laboratorio son indispensables como complemento de la teoría que se ve en clase.   |
|66                  |73                  |6                   |5                   |LAB. MECANICA DE MATERIALES II                                                                      |1          |Esta no es una asignatura, son prácticas de laboratorio impartidas por un servidor, diferente al pro|
|67                  |96                  |6                   |8                   |CIMENTACIONES                                                                                       |1          |Cumple con los temas necesarios para el diseño de cimentaciones                                     |
|68                  |96                  |6                   |8                   |CIMENTACIONES                                                                                       |1          |Se cubren todos los temas.                                                                          |
|69                  |96                  |6                   |8                   |CIMENTACIONES                                                                                       |2          |El temario es muy extenso para las horas de clase.                                                  |
|70                  |96                  |6                   |8                   |CIMENTACIONES                                                                                       |2          |falta de conocimientos relativos al comportamiento sísmico, por el semestre en que se imparte la mat|
|71                  |96                  |6                   |8                   |CIMENTACIONES                                                                                       |2          |Contiene los temas básicos de la materia pero siempre existirá la posibilidad de mejora             |
|72                  |100                 |6                   |8                   |GEOLOGIA                                                                                            |2          |Solo falta poner ejemplos en muchas áreas más.                                                      |
|73                  |100                 |6                   |8                   |GEOLOGIA                                                                                            |2          |Porque hay temas que  requieren de mayor tiempo pero se le dedica menos por intentar cubrir el progr|
|74                  |100                 |6                   |8                   |GEOLOGIA                                                                                            |2          |Porque hay temas que  requieren de mayor tiempo pero se le dedica menos por intentar cubrir el progr|
|75                  |100                 |6                   |8                   |GEOLOGIA                                                                                            |1          |Programa actualizado                                                                                |
|76                  |100                 |6                   |8                   |GEOLOGIA                                                                                            |4          |Estoy por terminar una Crítica al programa donde lo analizo detalladamente, la que será entregada pr|
|77                  |100                 |6                   |8                   |GEOLOGIA                                                                                            |4          |Estoy por terminar una Crítica al programa donde lo analizo detalladamente, la que será entregada pr|
|78                  |100                 |6                   |8                   |GEOLOGIA                                                                                            |2          |En esta época de pandemia han faltado las prácticas de campo y laboratorio.                         |
|79                  |99                  |6                   |8                   |FUND. DE MECANICA DEL MEDIO CONTINUO                                                                |1          |Porque se logra hacer comprender que el diseño en ingeniería es una actividad cientifica            |
|80                  |99                  |6                   |8                   |FUND. DE MECANICA DEL MEDIO CONTINUO                                                                |1          |Participo en revisiones de planes de estudio.                                                       |
|81                  |99                  |6                   |8                   |FUND. DE MECANICA DEL MEDIO CONTINUO                                                                |2          |La asignatura debería de ser de nueve créditos                                                      |
|82                  |99                  |6                   |8                   |FUND. DE MECANICA DEL MEDIO CONTINUO                                                                |2          |La asignatura debería de ser de nueve créditos                                                      |
|83                  |99                  |6                   |8                   |FUND. DE MECANICA DEL MEDIO CONTINUO                                                                |2          |Se requiere obligatoriedad en asignaturas antecedentes como Álgebra Lineal y Cálculo Vectorial.     |
|84                  |99                  |6                   |8                   |FUND. DE MECANICA DEL MEDIO CONTINUO                                                                |2          |Se requiere obligatoriedad en asignaturas antecedentes como Álgebra Lineal y Cálculo Vectorial.     |
|85                  |99                  |6                   |8                   |FUND. DE MECANICA DEL MEDIO CONTINUO                                                                |2          |Aunque contiene los temas básicos de la materia siempre existirá la posibilidad de mejora           |
|86                  |97                  |6                   |8                   |COMPORTAMIENTO DE SUELOS                                                                            |1          |Porque me parece muy adecuado                                                                       |
|87                  |97                  |6                   |8                   |COMPORTAMIENTO DE SUELOS                                                                            |1          |Revisamos y actualizamos los temarios en reuniones académicas del Depto.                            |
|88                  |97                  |6                   |8                   |COMPORTAMIENTO DE SUELOS                                                                            |1          |Totalmente de acuerdo                                                                               |
|89                  |97                  |6                   |8                   |COMPORTAMIENTO DE SUELOS                                                                            |2          |falta el tema de mejoramiento de suelos                                                             |
|90                  |97                  |6                   |8                   |COMPORTAMIENTO DE SUELOS                                                                            |2          |falta el tema de mejoramiento de suelos                                                             |
|91                  |101                 |6                   |8                   |MECANICA DE SUELOS                                                                                  |1          |ESTA BIEN ESTRUCTURADO                                                                              |
|91                  |499                 |6                   |8                   |MECANICA DE SUELOS                                                                                  |1          |ESTA BIEN ESTRUCTURADO                                                                              |
|92                  |101                 |6                   |8                   |MECANICA DE SUELOS                                                                                  |1          |ESTA BIEN ESTRUCTURADO                                                                              |
|92                  |499                 |6                   |8                   |MECANICA DE SUELOS                                                                                  |1          |ESTA BIEN ESTRUCTURADO                                                                              |
|93                  |101                 |6                   |8                   |MECANICA DE SUELOS                                                                                  |1          |Revisamos y actualizamos los temarios en reuniones académicas del Depto.                            |
|93                  |499                 |6                   |8                   |MECANICA DE SUELOS                                                                                  |1          |Revisamos y actualizamos los temarios en reuniones académicas del Depto.                            |
|94                  |101                 |6                   |8                   |MECANICA DE SUELOS                                                                                  |1          |Totalmente de acuerdo                                                                               |
|94                  |499                 |6                   |8                   |MECANICA DE SUELOS                                                                                  |1          |Totalmente de acuerdo                                                                               |
|95                  |101                 |6                   |8                   |MECANICA DE SUELOS                                                                                  |1          |Participo en revisiones de planes de estudio.                                                       |
|95                  |499                 |6                   |8                   |MECANICA DE SUELOS                                                                                  |1          |Participo en revisiones de planes de estudio.                                                       |
|96                  |101                 |6                   |8                   |MECANICA DE SUELOS                                                                                  |2          |Es muy extenso                                                                                      |
|96                  |499                 |6                   |8                   |MECANICA DE SUELOS                                                                                  |2          |Es muy extenso                                                                                      |
|97                  |102                 |6                   |8                   |DINAMICA DE SUELOS                                                                                  |2          |Revisamos y actualizamos los temarios en reuniones académicas del Depto. y ha este le falta.        |
|98                  |98                  |6                   |8                   |ESTRUCTURA DE PAVIMENTOS                                                                            |1          |Se cubren los tópicos màs relevantes,                                                               |
|99                  |103                 |6                   |8                   |FUNDAMENTOS DE MECANICA DE ROCAS                                                                    |2          |Esta actualizada la asignaturañ                                                                     |
|100                 |104                 |6                   |8                   |MECANICA DE SUELOS APLICADA                                                                         |2          |Hay temas muy dispersos, que podrían tener otra secuencia.                                          |
|101                 |105                 |6                   |8                   |LAB. FUNDAMENTOS DE MECANICA DEL MEDIO CONTINUO                                                     |1          |SE CUMPLE CON LOS CONOCIMIENTOS NECESARIOS PARA RESOLVER PROBLEMAS DE INGENIERÍA                    |
|102                 |105                 |6                   |8                   |LAB. FUNDAMENTOS DE MECANICA DEL MEDIO CONTINUO                                                     |1          |SE CUMPLE CON LOS CONOCIMIENTOS NECESARIOS PARA RESOLVER PROBLEMAS DE INGENIERÍA                    |
|103                 |105                 |6                   |8                   |LAB. FUNDAMENTOS DE MECANICA DEL MEDIO CONTINUO                                                     |1          |SE CUMPLE CON LOS CONOCIMIENTOS NECESARIOS PARA RESOLVER PROBLEMAS DE INGENIERÍA                    |
|104                 |106                 |6                   |8                   |LAB. COMPORTAMIENTO DE SUELOS                                                                       |2          |                                                                                                    |
|105                 |107                 |6                   |8                   |LAB. MECANICA DE SUELOS                                                                             |1          |SE CUMPLE CON LOS CONOCIMIENTOS NECESARIOS PARA RESOLVER PROBLEMAS DE INGENIERÍA                    |
|106                 |450                 |6                   |23                  |HIDROLOGIA                                                                                          |2          |Se podría mejorar.                                                                                  |
|107                 |450                 |6                   |23                  |HIDROLOGIA                                                                                          |1          |Cuenta con temas de práctica profesional.                                                           |
|108                 |450                 |6                   |23                  |HIDROLOGIA                                                                                          |2          |En mi opinión, cancelaría algunos temas del programa que considero no significativos, para hacer la |
|109                 |450                 |6                   |23                  |HIDROLOGIA                                                                                          |1          |Se cubren los aspectos importantes                                                                  |
|110                 |450                 |6                   |23                  |HIDROLOGIA                                                                                          |1          |Comprende los temas necesarios que serán base en materias futuras                                   |
|111                 |453                 |6                   |23                  |OBRAS HIDRAULICAS                                                                                   |2          |Es demasiado extenso.                                                                               |
|112                 |453                 |6                   |23                  |OBRAS HIDRAULICAS                                                                                   |2          |Se debe implementar medios tecnológicos y/o software (curso o asesorías de los mismo)               |
|113                 |453                 |6                   |23                  |OBRAS HIDRAULICAS                                                                                   |2          |Se debe implementar medios tecnológicos y/o software (curso o asesorías de los mismo)               |
|114                 |453                 |6                   |23                  |OBRAS HIDRAULICAS                                                                                   |1          |Se cubren los aspectos importantes                                                                  |
|115                 |453                 |6                   |23                  |OBRAS HIDRAULICAS                                                                                   |2          |En la modalidad en línea es imposible cubrirlo sin estrategias de trabajo grupal en línea           |
|116                 |453                 |6                   |23                  |OBRAS HIDRAULICAS                                                                                   |2          |falta tiempo                                                                                        |
|117                 |446                 |6                   |23                  |HIDRAULICA BASICA                                                                                   |1          |Es un programa muy bien estructurado.                                                               |
|118                 |446                 |6                   |23                  |HIDRAULICA BASICA                                                                                   |1          |Los alumnos contarán con los conocimientos básicos y necesarios para posteriores asignaturas.       |
|119                 |446                 |6                   |23                  |HIDRAULICA BASICA                                                                                   |2          |En la modalidad en línea resulta demasiado amplio para cubrirlo en su totalidad                     |
|120                 |446                 |6                   |23                  |HIDRAULICA BASICA                                                                                   |1          |.                                                                                                   |
|121                 |446                 |6                   |23                  |HIDRAULICA BASICA                                                                                   |1          |.                                                                                                   |
|122                 |446                 |6                   |23                  |HIDRAULICA BASICA                                                                                   |1          |Suficiente y adecuado al tiempo                                                                     |
|123                 |447                 |6                   |23                  |HIDRAULICA DE CANALES                                                                               |1          |es adecuado                                                                                         |
|124                 |447                 |6                   |23                  |HIDRAULICA DE CANALES                                                                               |1          |Los temas son adecuados para nivel licenciatura.                                                    |
|125                 |447                 |6                   |23                  |HIDRAULICA DE CANALES                                                                               |1          |Quizá sólo el último tema, ya que es muy extenso para el tiempo que tiene destinado. Pero el resto d|
|126                 |448                 |6                   |23                  |HIDRAULICA DE MAQUINAS Y TRANSITORIOS                                                               |1          |Cuenta con los temas necesarios.                                                                    |
|127                 |448                 |6                   |23                  |HIDRAULICA DE MAQUINAS Y TRANSITORIOS                                                               |2          |El tema de redes abiertas debe regresar a Hidráulica Básica.                                        |
|128                 |448                 |6                   |23                  |HIDRAULICA DE MAQUINAS Y TRANSITORIOS                                                               |1          |Sin comentarios                                                                                     |
|129                 |448                 |6                   |23                  |HIDRAULICA DE MAQUINAS Y TRANSITORIOS                                                               |1          |El temario aborda la información básica necesaria que deben adquirir los alumnos para el ejercicio p|
|130                 |449                 |6                   |23                  |HIDRAULICA URBANA                                                                                   |2          |Es un poco extenso para ser en línea o a distancia                                                  |
|131                 |445                 |6                   |23                  |ESTADISTICA APLICADA A INGENIERIA CIVIL                                                             |1          |Cumple con los temas básicos que deben de aprender los alumnos para abordar cualquier tipo de invest|
|132                 |445                 |6                   |23                  |ESTADISTICA APLICADA A INGENIERIA CIVIL                                                             |1          |Comprende los temas necesarios que serán base en materias futuras                                   |
|133                 |445                 |6                   |23                  |ESTADISTICA APLICADA A INGENIERIA CIVIL                                                             |1          |Es suficiente para materias consecuentes.                                                           |
|134                 |445                 |6                   |23                  |ESTADISTICA APLICADA A INGENIERIA CIVIL                                                             |1          |Es suficiente para materias consecuentes.                                                           |
|135                 |451                 |6                   |23                  |INGENIERIA DE COSTAS                                                                                |2          |Programa muy ambicioso para el número de créditos asignados.                                        |
|136                 |452                 |6                   |23                  |MODELACIÓN COMPUTACIONAL EN HIDRÁULICA                                                              |2          |Es necesario actualizarlo.                                                                          |
|137                 |454                 |6                   |23                  |LAB. HIDROLOGIA                                                                                     |1          |De acuerdo con el temario de la asignatura.                                                         |
|138                 |454                 |6                   |23                  |LAB. HIDROLOGIA                                                                                     |1          |De acuerdo con el temario de la asignatura.                                                         |
|139                 |454                 |6                   |23                  |LAB. HIDROLOGIA                                                                                     |1          |De acuerdo con el temario de la asignatura.                                                         |
|140                 |454                 |6                   |23                  |LAB. HIDROLOGIA                                                                                     |1          |De acuerdo con el temario de la asignatura.                                                         |
|141                 |454                 |6                   |23                  |LAB. HIDROLOGIA                                                                                     |1          |FORTALECE LA FORMACIÓN DE INGENIEROS                                                                |
|142                 |454                 |6                   |23                  |LAB. HIDROLOGIA                                                                                     |1          |FORTALECE LA FORMACIÓN DE INGENIEROS                                                                |
